GEO,Bases,Downloads,Instrument_model,Library_layout,Library_strategy,Organism,Organization,SRA,Source,Title,Sample_characteristics,Tissue,Public_Time,Submission_Time,Pubmed,Authors,Ftp,Md5,Bisulfite_conversion_rate
GSE63330,N,N,N,N,N,Macaca mulatta;Homo sapiens;Canis lupus familiaris;Equus caballus;Bos taurus;Mus musculus;Monodelphis domestica;Saimiri boliviensis,UC Davis,N,N,DNA methylation in mammalian placentas,_N,N,2015-08-05,2014-11-17,26241857,"Schroeder DI,LaSalle JM",N,N,N
GSE63393,N,N,N,N,N,Homo sapiens,UCLA,N,N,Whole Genome Bisulfite Sequencing (WGBS) of cKIT+ sorted cells from 57-137 day old fetal testes and ovaries.,N,N,2015-05-28,2014-11-18,26004067,"Gkountela S,Zhang KX,Shafiq TA,Liao W,Hargan-Calvopiña J,Chen P,Clark AT",N,N,N
GSE63818,N,N,N,N,N,Homo sapiens,MGH cancer center,N,N,The Transcriptome and DNA Methylome Landscapes of Human Primordial Germ Cells,N,N,2015-06-03,2014-12-03,26046443,"Guo F,Guo H,Li L,Tang F",N,N,N
GSE64183,N,N,N,N,N,Homo sapiens,McGill University,N,N,Bacterial Infection Remodels the DNA Methylation Landscape of Human Dendritic Cells,N,N,2015-06-01,2014-12-15,26392366,"Pacis A, Barreiro LB",N,N,N
GSE65319,N,N,N,N,N,Homo sapiens,University of Southern California,N,N,Pleiotropic Analysis of Lung Cancer and Blood Triglycerides,N,N,2016-11-06,2015-01-26,27565901,"Zuber V,Marconett CN,Shi J,Hua X,Wheeler W,Yang C,Song L,Dale AM,Laplana M,Risch A,Witoelar A,Thompson WK,Schork AJ,Betella F,Wang Y,Djurovic S,Zhou B,Borok Z,van der Heijden HF,de Graff J,Swinkels D,Aben KK,McKay J,Hung RJ,Bikeboller H,Stevens VL,Albanes D,Caporaso NE,Han Y,Wei Y,Panadero MA,Mayordomo JI,Christiani DC,Kiemeney L,Andreassen OA,Houlston R,Amos CI,Chatterjee N,Laird-Offringa IA,Mills* IG,Landi* MT",N,N,N
GSE67205,N,N,N,N,N,Homo sapiens,UCLA,N,N,Pancreatic Cancer Patient Survival Correlates with DNA Methylation of Pancreas Development Genes,N,N,2015-04-02,2015-03-24,26039411,"Thompson MJ,Pellegrini M",N,N,N
GSE67615,N,N,N,N,N,Homo sapiens,UC Davis,N,N,DNA methylation in the placentas of typically developing and autistic children,N,N,2018-04-05,2015-04-07,28018572,"Schroeder DI,LaSalle JM",N,N,N
GSE68657,N,N,N,N,N,Homo sapiens,Johns Hopkins University School of Medicine,N,N,Analysis of DNA Methylation in replication and cell cycle arrest.,N,N,2017-02-03,2015-05-07,26648411,Vandiver AR,N,N,N
GSE69706,N,N,N,N,N,Homo sapiens,Beijing Institute of Transfusion,N,N,Conversion of Human Gastric Epithelial Cells to Multipotent Endodermal Progenitors using Defined Small Molecules,N,N,2016-07-24,2015-06-09,27452176,"Qin J, Wang S, Zhang W, Wang Y, Pei X",N,N,N
GSE70090,N,N,N,N,N,Homo sapiens,Johns Hopkins University,N,N,Whole genome analysis of the methylome and hydroxymethylome in normal and malignant lung and liver [oxBS-Seq and BS-Seq],N,N,2016-10-05,2015-06-22,27737935,"Li X,Liu Y,Feinberg AP",N,N,N
GSE70189,N,N,N,N,N,Homo sapiens;Mus musculus,"University of California, Davis",N,N,Human and mouse DRIP-seq and DRIPc-seq,_N,N,2016-06-30,2015-06-23,"27373332,31053798","Sanz LA,Lim Y,Hartono SR,Rajpurkar AR,Chedin F",N,N,N
GSE70982,N,N,N,N,N,Homo sapiens,National Institute of Health,N,N,Dramatic Increase in Cell-subset Specific Methylation Accompanies Mammalian Brain Development [hairpin BS-Seq],N,N,2017-02-14,2015-07-16,27585862,"Sun M,Sun Z,Xie H",N,N,N
GSE71804,N,N,N,N,N,Homo sapiens,Monash University,N,N,Exemplary multiplex bisulfite amplicon data used to demonstrate the utility of Methpat.,N,N,2015-11-23,2015-08-06,26613017,Wong NC,N,N,N
GSE71985,N,N,N,N,N,Homo sapiens,Albert Einstein College of Medicine,N,N,Human oocyte DNA methylome,N,N,2017-06-23,2015-08-12,28648898,Yu B,N,N,N
GSE76970,N,N,N,N,N,Homo sapiens,McGill University,N,N,Reversion to naïve human pluripotency creates a new methylation landscape devoid of blastocyst or germline memory,N,N,2016-02-04,2016-01-19,26853856,"Pastor WA,Liu W",N,N,N
GSE79211,N,N,N,N,N,Homo sapiens,"University of California, San Diego",N,N,Identification of methylation haplotype blocks aids in deconvolution of heterogeneous tissue samples and tissue-of-origin mapping from plasma DNA [Tumor RRBS],N,N,2017-02-19,2016-03-14,28263317,"Guo S,Diep DH,Zhang K",N,N,N
GSE79215,N,N,N,N,N,Homo sapiens,"University of California, San Diego",N,N,Identification of methylation haplotype blocks aids in deconvolution of heterogeneous tissue samples and tissue-of-origin mapping from plasma DNA [WGBS],N,N,2017-02-19,2016-03-15,28263317,"Guo S,Diep DH,Zhang K",N,N,N
GSE79277,N,N,N,N,N,Homo sapiens,"University of California, San Diego",N,N,Identification of methylation haplotype blocks aids in deconvolution of heterogeneous tissue samples and tissue-of-origin mapping from plasma DNA [Plasma RRBS],N,N,2017-02-19,2016-03-16,28263317,"Guo S,Diep DH,Zhang K",N,N,N
GSE79300,N,N,N,N,N,Homo sapiens,HHMI-Salk-Institute,N,N,Functional Haploid Human Oocytes Generated from Polar Body Genomes (Bisulfite-Seq),N,N,2016-12-07,2016-03-16,27840020,"O'Neil RC,Castanon R,Nery JR,Ecker JR",N,N,N
GSE80808,N,N,N,N,N,Homo sapiens,Peking University Health Science Center,N,N,Nucleation of DNA Repair Factors by FOXA1 Links DNA Demethylation to Transcriptional Pioneering,N,N,2016-06-08,2016-04-29,27500525,"Shang Y,Zhang Y",N,N,N
GSE80877,N,N,N,N,N,Homo sapiens,ENCODE DCC,N,N,WGBS from skeletal muscle myoblast (ENCSR328TBS),N,N,2016-05-26,2016-04-29,22955616,N,N,N,N
GSE81322,N,N,N,N,N,Homo sapiens,Washington University in St. Louis,N,N,DNMT and HDAC inhibitors globally induce cryptic TSSs encoded in long terminal repeats,N,N,2017-05-29,2016-05-11,28604729,"Brocks D,Schmidt CR,Daskalakis M,Li D,Oakes CC,Wang T,Plass C",N,N,N
GSE81541,N,N,N,N,N,Homo sapiens,UC Davis,N,N,"Cumulative Impact of Polychlorinated Biphenyl and Large Chromosomal Duplications on DNA Methylation, Chromatin, and Expression of Autism Candidate Genes.",N,N,2016-12-13,2016-05-17,27974215,"Dunaway K,LaSalle J",N,N,N
GSE81779,N,N,N,N,N,Homo sapiens,University of Utah,N,N,ZBTB33 (Kaiso) Differentially Regulates Cell Cycle Through cyclin D1 and cyclin E1 in a Cell Specific Manner [BiSulfite-seq],N,N,2017-01-30,2016-05-23,27694442,"Terooatea TW,Buck-Koehntop BA",N,N,N
GSE82022,N,N,N,N,N,Homo sapiens,HHMI-Salk-Institute,N,N,Cerebral Organoids Recapitulate Epigenomic Signatures of the Human Fetal Brain,N,N,2016-12-20,2016-05-30,28009303,"Luo C,Lancaster MA,Castanon R,Nery JR,Knoblich JA,Ecker JR",N,N,N
GSE82045,N,N,N,N,N,Homo sapiens,Harvard University,N,N,Global delay in nascent strand DNA methylation,N,N,2018-03-12,2016-05-31,29531288,"Charlton J,Downing TL,Smith ZD,Gu H,Clement K,Pop R,Akopian V,Klages S,Tasnkov AM,Santos D,Timmermann B,Ziller MJ,Kiskinis E,Gnirke A,Meissner A",N,N,N
GSE83595,N,N,N,N,N,Homo sapiens,Weill Cornell Medicine,N,N,“Same Difference”: Comprehensive evaluation of four DNA methylation measurement platforms,N,N,2016-06-22,2016-06-21,29801521,"Kacmarczyk TJ,Fall MP,Zhang X,Xin Y,Li Y,Alonso A,Betel D",N,N,N
GSE84998,N,N,N,N,N,Homo sapiens,Albert Einstein College of Medicine,N,N,"Evidence That Three Classes of Methylomes Specific for Stem, Somatic and Transformed Cells Are Set by Three Independent Mechanisms (Methyl-Seq)",N,N,2019-07-23,2016-07-29,30061308,"Bartholdy B,Lajugie J,Mukhopadhyay R,Greally JM,Suzuki M,Bouhassira EE",N,N,N
GSE86260,N,N,N,N,N,Homo sapiens,Garvan Institute of Medical Research,N,N,Cancer Associated Fibroblasts are defined by a core set of epigenome changes that contribute to the tumor phenotype,N,N,2018-03-26,2016-08-31,"29650553,32571390",,N,N,N
GSE86340,N,N,N,N,N,Homo sapiens,Johns Hopkins,N,N,"Modeling of WGBS data from normal and cancer tissues, young and old cells, passaged fibroblasts and stem cells",N,N,2017-03-15,2016-09-01,28346445,"Jenkinson G, Pujadas E, Goutsias J, Feinberg AP",N,N,N
GSE86707,N,N,N,N,N,Homo sapiens,ENCODE DCC,N,N,WGBS from fibroblast of arm (ENCSR440MLE),N,N,2016-10-14,2016-09-09,22955616,N,N,N,N
GSE86732,N,N,N,N,N,Homo sapiens,ENCODE DCC,N,N,WGBS from mammary epithelial cell (ENCSR656TQD),N,N,2016-10-14,2016-09-09,22955616,N,N,N,N
GSE86747,N,N,N,N,N,Homo sapiens,ENCODE DCC,N,N,WGBS from K562 (ENCSR765JPC),N,N,2016-10-14,2016-09-09,22955616,N,N,N,N
GSE86764,N,N,N,N,N,Homo sapiens,ENCODE DCC,N,N,WGBS from HepG2 (ENCSR881XOU),N,N,2016-10-14,2016-09-09,22955616,N,N,N,N
GSE86765,N,N,N,N,N,Homo sapiens,ENCODE DCC,N,N,WGBS from GM12878 (ENCSR890UQO),N,N,2016-10-14,2016-09-09,22955616,N,N,N,N
GSE86823,N,N,N,N,N,Homo sapiens,Augusta University,N,N,Nucleosome Occupancy and Methylome Sequencing (NOMe-seq) analysis using SureSelectXT Methyl-Seq Target Enrichment System,N,N,2016-09-13,2016-09-12,28035030,"Shi H,Lee E,Choi J",N,N,N
GSE86833,N,N,N,N,N,Homo sapiens,Garvan Institute of Medical Research,N,N,Critical evaluation of the Illumina MethylationEPIC BeadChip microarray for whole-genome DNA methylation profiling,N,N,2016-09-12,2016-09-12,"27717381,32571390","Zotenko E, Pidsley R, Peters TJ, Clark SJ",N,N,N
GSE86903,N,N,N,N,N,Homo sapiens,The Babraham Institute,N,N,Comparative principles of DNA methylation reprogramming during human and mouse in vitro primordial germ cell specification [Mouse and Human RNA-seq and BS-seq],N,N,2016-10-10,2016-09-13,27728778,"von Meyenn F,Andrews S,Krueger F,Reik W",N,N,N
GSE87061,N,N,N,N,N,Homo sapiens,St Jude Children's Research Hosipital,N,N,"The Dynamic Epigenetic Landscape of the Retina During Development, Reprogramming, and Tumorigenesis [WGBS_Hs]",N,N,2017-05-03,2016-09-19,28472656,"Aldiri I,Xu B,Wang L,Chen X,Hiler D,Griffiths L,Valentine M,Shirinifard A,Barabas M,Zhang J,Johnson D,Frase S,Easton J,Zhang J,Mardis ER,Wilson RK,Downing JR,Dyer MA",N,N,N
GSE87757,N,N,N,N,N,Homo sapiens,Harvard University,N,N,Tracking of dCas9-methyltransferase footprints,N,N,2018-03-12,2016-10-07,29426832,"Galonska C,Charlton J,Mattei AL,Donaghey J,Clement K,Gu H,Mohammad A,Stamenova E,Cacciarelli D,Klages S,Timmermann B,Cantz T,Scholer HR,Gnirke A,Ziller MJ,Meissner A",N,N,N
GSE88932,N,N,N,N,N,Homo sapiens,UCLA,N,N,Human embryonic stem cells do not change their X-inactivation status during differentiation [RRBS-Seq],N,N,2017-01-26,2016-10-19,N,"Patel S,Bonora G,Kim R,Chronis C,Sahakyan A,Langerman J,Fitz-Gibbon S,Rubbi L,Skelton R,Ardehali R,Pelligrini M,Lowry B,Clark A,Plath K",N,N,N
GSE89213,N,N,N,N,N,Homo sapiens,Uppsala University,N,N,"Splinted Ligation Adapter Tagging, a novel library preparation for whole genome bisulphite sequencing",N,N,2016-10-27,2016-10-26,27899585,"Raine A,Manlig E,Wahlberg P,Syvänen A,Nordlund J",N,N,N
GSE89728,N,N,N,N,N,Homo sapiens,Memorial Sloan Kettering Cancer Center,N,N,TET1/2/3,N,N,2017-12-01,2016-11-09,29203910,"Heng P, Nipun V",N,N,N
GSE90456,N,N,N,N,N,Homo sapiens,HSCRB,N,N,Genetic determinants and epigenetic effects of pioneer factor binding,N,N,2018-01-29,2016-11-22,29358654,"Donaghey J, Thakurela S, Meissner A",N,N,N
GSE90865,N,N,N,N,N,Homo sapiens,University of Glasgow,N,N,A Molecular signature for Delayed Graft Function,N,N,2019-01-18,2016-12-05,30094915,"Shiels PG, McGuinness D, Mohammed S, Monaghan L",N,N,N
GSE92280,N,N,N,N,N,Homo sapiens,Huntsman Cancer Institute,N,N,Genomic profiling of human spermatogonial stem cells,N,N,2017-10-05,2016-12-12,28985528,"Guo J, Grow E, Yi C, Hotaling JM, Cairns BR",N,N,N
GSE92310,N,N,N,N,N,Homo sapiens,Aarhus University,N,N,Genome-wide determination of on-target and off-target characteristics for RNA-guided DNA Methylation by dCas9 methyltransferases (CRISPRme) [WGBS],N,N,2016-12-14,2016-12-13,29635374,"Lin L,Liu Y,Xu F,Huang J,Daugaard TF,Petersen TS,Hansen B,Ye L,Zhou Q,Fang F,Li S,Fløe L,Shrock E,Yang H,Wang J,Xu X,Bolund L,Nielse AL,Luo Y",N,N,N
GSE92328,N,N,N,N,N,Homo sapiens,Fudan University,N,N,"Next Generation Sequencing for Genome-wide Maps of DNA Methylation, ChIP-seq and RNA-seq in Liver Cells",N,N,2018-12-17,2016-12-13,30670627,"Yu W,Li J,Li Y,Li W,Gao M,Luo H,Dong S",N,N,N
GSE93134,N,N,N,N,N,Homo sapiens,UC Davis,N,N,Dental Pulp Stem Cells Model Early Life and Imprinted DNA Methylation Patterns.,N,N,2017-09-20,2017-01-04,28032673,"Dunaway K,LaSalle J",N,N,N
GSE94055,N,N,N,N,N,Homo sapiens,New England Biolabs,N,N,S-adenosylhomocysteine hydrolase participates in DNA methylation inheritance,N,N,2017-07-01,2017-01-25,N,"Ponnaluri VK,Pradhan S",N,N,N
GSE94331,N,N,N,N,N,Homo sapiens,Garvan Institute,N,N,Comprehensive evaluation of genome-wide 5-hydroxymethylcytosine profiling approaches in human DNA [BiSulfite-seq],N,N,2017-03-17,2017-01-31,28428825,"Skvortsova K,Zotenko E,Luu P,Gould CM,Nair SS,Clark SJ,Stirzaker C",N,N,N
GSE94866,N,N,N,N,N,Homo sapiens,Virginia Commonwealth University,N,N,Enrichment methods provide a feasible approach to comprehensive and adequately powered investigations of the methylome,N,N,2017-02-15,2017-02-14,"28334972,28703682","van den Oord EJ,Aberg KA,Chan RF",N,N,N
GSE94986,N,N,N,N,N,Homo sapiens,University of Southern California,N,N,Epigenome-wide analysis of DNA methylation in lung tissue shows concordance with blood studies and identifies tobacco smoke-inducible enhancers,N,N,2018-02-07,2017-02-16,28854564,"Stueve TR,Li WQ,Shi J,Marconett CN,Zhang T,Yang C,Mullen D,Wheeler W,Hua X,Zhou B,Borok Z,Caporaso N,Pesatori AC,Duan J,Laird-Offringa IA,Landi MT",N,N,N
GSE96612,N,N,N,N,N,Homo sapiens,Johns Hopkins University School of Medicine,N,N,Neuronal brain region-specific DNA methylation and chromatin accessibility are associated with neuropsychiatric trait heritability [Bisulfite-Seq],N,N,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP",N,N,N
GSE97394,N,N,N,N,N,Homo sapiens,Emory University,N,N,Mapping DNA methylation and CTCF/cohesin occupancy on nascent chromatin and DNMT-targeted nascent chromatin,N,N,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG",N,N,N
GSE97816,N,N,N,N,N,Homo sapiens,Baylor college of Medicine,N,N,DNA epigenome editing using CRISPR-Cas SunTag-directed DNMT3A,N,N,2017-08-22,2017-04-14,28923089,"Su J, Huang Y, Li W, Goodell M",N,N,N
GSE97889,N,N,N,N,N,Homo sapiens,New England Biolabs,N,N,NicE-seq: high resolution open chromatin profiling,N,N,2017-05-24,2017-04-17,28655330,"Ponnaluri V,Pradhan S",N,N,N
GSE97992,N,N,N,N,N,Homo sapiens,Texas A&amp;M U Health Science Center,N,N,5hmC dynamically correlated with enhancer's activities during hES-to-Pancreatic endoderm cell differentiation,N,N,2018-04-18,2017-04-19,29394393,"Huang Y, Sun D, Xie R, Li J",N,N,N
GSE98732,N,N,N,N,N,Homo sapiens,Garvan Institute of Medical Research,N,N,Replication timing and epigenome remodelling are associated with the nature of chromosomal rearrangements in cancer,N,N,2019-01-23,2017-05-09,30679435,"Du Q, Clark SJ",N,N,N
GSE98837,N,N,N,N,N,Homo sapiens,st jude children's hospital,N,N,Human memory CD8 T-cell effector-potential is epigenetically preserved during in vivo homeostasis,N,N,2017-08-03,2017-05-11,28490440,"Abdelsamed H,Moustaki A,Fan Y,Dogra P,Ghoneim HE,Zebley C,Triplett BM,Sekaly R,Youngblood B",N,N,N
GSE99215,N,N,N,N,N,Homo sapiens,Academia Sinica,N,N,TRIM28-Regulated Transposon Repression Is Required for Human Germline Competency and Not Primed or Naive Human Pluripotency,N,N,2018-01-04,2017-05-23,29290627,"Tao Y,Yen M,Chen P,Clark A",N,N,N
GSM1002649,127.9G,69Gb,Illumina Genome Analyzer,PAIRED,WGBS,Homo sapiens,ENCODE DCC,SRR568015,H1-hESC;lab: HudsonAlpha;lab description: Myers - Hudson Alpha Institute for Biotechnology;cell: H1-hESC;cell organism: human;cell description: embryonic stem cells;cell karyotype: normal;cell lineage: inner cell mass;cell sex: M;datatype: MethylWgbs;datatype description: DNA Methyl Whole Genome Bisulfite Seq;labexpid: SL8616_SL8617,HudsonAlpha_H1-hESC_MethylWgbs (superseded by GSE80911),hESCs_H1_normal,HESC,2012-09-12,2012-09-12,N,"Myers R,Pauli F","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/SRR568015/SRR568015_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/SRR568015/SRR568015_2.fastq.gz","23cee1ca627514f12777a08edcc5b5ac,2b90db61d432f75fa2cea2d19fb4e483",97.72
GSM1002650,120.4G,65Gb,Illumina Genome Analyzer,PAIRED,WGBS,Homo sapiens,ENCODE DCC,SRR568016,"GM12878;lab: HudsonAlpha;lab description: Myers - Hudson Alpha Institute for Biotechnology;cell: GM12878;cell organism: human;cell description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus;cell karyotype: normal;cell lineage: mesoderm;cell sex: F;datatype: MethylWgbs;datatype description: DNA Methyl Whole Genome Bisulfite Seq;labexpid: SL8614_SL8615",HudsonAlpha_GM12878_MethylWgbs (superseded by GSE86765),GM12878_normal,GM12878,2012-09-12,2012-09-12,N,"Myers R,Pauli F","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/SRR568016/SRR568016_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/SRR568016/SRR568016_2.fastq.gz","f26fc055816b6bc1921c3d0fd4fb94c5,405e0498defc2add02514639e5076f16",99.49
GSM1083880,14.8G,9.2Gb,Illumina HiSeq 2000,SINGLE,WGBS,Homo sapiens,UC Davis,"SRR726655,SRR726652,SRR726651,SRR726650,SRR726649,SRR726648,SRR726647,SRR726646,SRR726645,SRR726669,SRR726668,SRR726667,SRR726666,SRR726665,SRR726664,SRR726663,SRR726662,SRR726661,SRR726660,SRR726659,SRR726658,SRR726657,SRR726656,SRR726670,SRR726654,SRR726653,SRR726671,SRR726672,SRR726673,SRR726674,SRR726675,SRR726676,SRR726677,SRR726679,SRR726680,SRR726681,SRR726682,SRR726678",placenta@;tissue: placenta from full-term pregnancy,placenta 2 - MethylC-seq,Placenta,Placenta,2013-03-28,2013-02-15,23530188,N,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726655/SRR726655.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726652/SRR726652.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726651/SRR726651.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726650/SRR726650.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726649/SRR726649.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726648/SRR726648.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726647/SRR726647.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726646/SRR726646.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726645/SRR726645.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726669/SRR726669.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726668/SRR726668.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726667/SRR726667.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726666/SRR726666.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726665/SRR726665.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726664/SRR726664.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726663/SRR726663.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726662/SRR726662.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726661/SRR726661.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726660/SRR726660.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726659/SRR726659.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726658/SRR726658.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726657/SRR726657.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726656/SRR726656.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726670/SRR726670.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726654/SRR726654.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726653/SRR726653.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726671/SRR726671.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726672/SRR726672.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726673/SRR726673.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726674/SRR726674.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726675/SRR726675.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726676/SRR726676.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726677/SRR726677.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726679/SRR726679.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726680/SRR726680.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726681/SRR726681.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726682/SRR726682.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR726/SRR726678/SRR726678.fastq.gz","382c266503b9973a74a2bfb89fbcd2e9,0fb80bc1b0db0b65e9cefa18e3aa81b9,2613f16df6eb4a979aa34374001add39,fcfa3484eafc45f5fb3af04aa410e545,3ebf7fe6be032b2f0e473a7814d5b59c,f1664f96749b5abc944ed48408c6406c,fe370c94c513248c6cd4c3ef0cdd2154,ff25df73acd8296adfafe15b632527bb,910fab9ffea533b9dbaecc0303d7f963,113ec293212900e1352a71249fba0b0b,6c3b27761894a64f3aceaca6b99891d1,48b7cc2fadfdd3221bea937f4b76f391,a418ce30f1b9c0c260a8c6947c1a72cc,1290660788e24dc96f9008976d92643f,293e81e29403d23d04acf45110010925,9e67c79746b668b3bf87e756f1a4c6cf,c84e0f8fc19d8751ecec1695caf6bc3e,39e98aba0fb2d482e12e52f8e435b99e,eed00fd9be696c4811c771b667efe128,c02b6efc127f23dfb381ed1ffd81577a,78c4f4472aa636319b38b37ce5a78e08,12b3bf57072528df6b1d465f31c7f40b,41a72d09ec7af9207f6f2f2c010452f1,da6b98df22723b571ea792484734f658,65bc435faa7b7fb5cfa8a1f1fe28844c,6f571df600b682432fe75a7a8c669175,a36e36557118096cc2fb1e88461295d9,3b017f2cfd0faccdacb7c9ea3eb9be88,2e5fb5ff94ba42a508ccd4a6eb6ae411,bb1269c7cbea3b26d48c4dc0393b2ad4,ef38494763063564ae629b1e0f0dc663,186f8522c592ce1a615b9af13013e6ac,c25d74e8d5c4c53b11e955ddb8d3aca0,97b6bb695d4c673cb2843bccc80ff0b4,6e388a4485a4b73baf2e583d5dc54098,13e5584ff75e17603bcc0a0975c927f2,8a22d2d1b49adc0cd68115b0743a5030,ef8a2f625c9e51acb0f6553010cc806b",99.51
